Date,Position,Returns,Strategy_Returns,Portfolio_Value
2015-03-16 00:00:00+00:00,,0.0,,
2015-03-17 00:00:00+00:00,0.0,-0.0100873446120191,-0.0,10000.0
2015-03-18 00:00:00+00:00,1.0,0.008630604443752521,0.008630604443752521,10086.306044437526
2015-03-19 00:00:00+00:00,0.0,-0.010515451325393887,-0.0,10086.306044437526
2015-03-20 00:00:00+00:00,1.0,0.011147939351524805,0.011147939351524805,10197.785437952773
2015-03-23 00:00:00+00:00,1.0,0.01617710144273099,0.01617710144273099,10359.556452380084
2015-03-24 00:00:00+00:00,1.0,0.007503665809877269,0.007503665809877269,10434.593110478856
2015-03-25 00:00:00+00:00,0.0,-0.012278566981719363,-0.0,10434.593110478856
2015-03-26 00:00:00+00:00,0.0,-0.005094451407694489,-0.0,10434.593110478856
2015-03-27 00:00:00+00:00,0.0,-0.006964415902016796,-0.0,10434.593110478856
2015-03-30 00:00:00+00:00,1.0,0.00948833886673106,0.00948833886673106,10529.476499146167
2015-03-31 00:00:00+00:00,0.0,-0.004495227219912801,-0.0,10529.476499146167
2015-04-01 00:00:00+00:00,0.0,-0.011802097772605435,-0.0,10529.476499146167
2015-04-02 00:00:00+00:00,0.0,-0.004777381435937089,-0.0,10529.476499146167
2015-04-06 00:00:00+00:00,1.0,0.004695599000236417,0.004695599000236417,10576.43248914853
2015-04-07 00:00:00+00:00,1.0,0.0007273663246611939,0.0007273663246611939,10583.706152395143
2015-04-08 00:00:00+00:00,1.0,0.005189296779796182,0.005189296779796182,10635.599120193105
2015-04-09 00:00:00+00:00,0.0,-0.0030974641558196847,-0.0,10635.599120193105
2015-04-10 00:00:00+00:00,1.0,0.012946619458661157,0.012946619458661157,10765.065314779717
2015-04-13 00:00:00+00:00,0.0,-0.003680930628088941,-0.0,10765.065314779717
2015-04-14 00:00:00+00:00,1.0,0.0014369164237229004,0.0014369164237229004,10779.434479016945
2015-04-15 00:00:00+00:00,0.0,-0.011682922258718142,-0.0,10779.434479016945
2015-04-16 00:00:00+00:00,0.0,-0.008399039213612514,-0.0,10779.434479016945
2015-04-17 00:00:00+00:00,0.0,-0.007842804868305797,-0.0,10779.434479016945
2015-04-20 00:00:00+00:00,1.0,0.013701681757686934,0.013701681757686934,10916.451296593814
2015-04-21 00:00:00+00:00,0.0,-0.013620414280754667,-0.0,10916.451296593814
2015-04-22 00:00:00+00:00,1.0,0.03130623129200538,0.03130623129200538,11229.513609513868
2015-04-23 00:00:00+00:00,0.0,-0.008585556794252436,-0.0,11229.513609513868
2015-04-24 00:00:00+00:00,1.0,0.01793812872884315,0.01793812872884315,11408.8948968023
2015-04-27 00:00:00+00:00,0.0,-0.023293524448710357,-0.0,11408.8948968023
2015-04-28 00:00:00+00:00,1.0,0.00404409354839097,0.00404409354839097,11449.33583228621
2015-04-29 00:00:00+00:00,1.0,0.0019618350832946163,0.0019618350832946163,11468.954183119156
2015-04-30 00:00:00+00:00,1.0,-0.004844068521889011,-0.004844068521889011,11420.513497900267
2015-05-01 00:00:00+00:00,1.0,0.012946619458661157,0.012946619458661157,11549.979692486879
2015-05-04 00:00:00+00:00,0.0,-0.017075631971574023,-0.0,11549.979692486879
2015-05-05 00:00:00+00:00,0.0,0.0,0.0,11549.979692486879
2015-05-06 00:00:00+00:00,1.0,0.002704521154519357,0.002704521154519357,11577.024904032069
2015-05-07 00:00:00+00:00,1.0,0.0040463928984335595,0.0040463928984335595,11617.488833016405
2015-05-08 00:00:00+00:00,1.0,0.014982184793669973,0.014982184793669973,11767.310680953105
2015-05-11 00:00:00+00:00,0.0,-0.007329931195592221,-0.0,11767.310680953105
2015-05-12 00:00:00+00:00,1.0,0.004512384647431977,0.004512384647431977,11812.434527427427
2015-05-13 00:00:00+00:00,0.0,-0.006125259735323407,-0.0,11812.434527427427
2015-05-14 00:00:00+00:00,1.0,0.0036977461058285144,0.0036977461058285144,11849.411988485712
2015-05-15 00:00:00+00:00,1.0,0.0033773113462121085,0.0033773113462121085,11883.18510194783
2015-05-18 00:00:00+00:00,0.0,-0.0002039186599913645,-0.0,11883.18510194783
2015-05-19 00:00:00+00:00,1.0,0.027137495025872482,0.027137495025872482,12154.560052206556
2015-05-20 00:00:00+00:00,0.0,-0.005661599465648037,-0.0,12154.560052206556
2015-05-21 00:00:00+00:00,0.0,-0.008291125834921087,-0.0,12154.560052206556
2015-05-22 00:00:00+00:00,0.0,-0.0029208669571419987,-0.0,12154.560052206556
2015-05-26 00:00:00+00:00,0.0,-0.005354236527654321,-0.0,12154.560052206556
2015-05-27 00:00:00+00:00,0.0,0.0020315714334528945,0.0,12154.560052206556
2015-05-28 00:00:00+00:00,0.0,-0.013597916001691801,-0.0,12154.560052206556
2015-05-29 00:00:00+00:00,0.0,-0.005700748416879398,-0.0,12154.560052206556
2015-06-01 00:00:00+00:00,1.0,0.003023276109886508,0.003023276109886508,12184.792813305423
2015-06-02 00:00:00+00:00,1.0,0.0007273431267422747,0.0007273431267422747,12192.066244572843
2015-06-03 00:00:00+00:00,1.0,0.0023885753268193533,0.0023885753268193533,12215.951997841037
2015-06-04 00:00:00+00:00,0.0,-0.0021756460489672502,-0.0,12215.951997841037
2015-06-05 00:00:00+00:00,1.0,-0.007994795887489636,-0.007994795887489636,12136.00403896614
2015-06-08 00:00:00+00:00,0.0,-0.0023026939950272496,-0.0,12136.00403896614
2015-06-09 00:00:00+00:00,1.0,-0.006189916196537304,-0.006189916196537304,12074.10487700077
2015-06-10 00:00:00+00:00,1.0,0.006017113478005376,0.006017113478005376,12134.276011780823
2015-06-11 00:00:00+00:00,1.0,0.003042858320042363,0.003042858320042363,12164.704594981245
2015-06-12 00:00:00+00:00,0.0,-0.005544371665362813,-0.0,12164.704594981245
2015-06-15 00:00:00+00:00,0.0,-0.007994764665781307,-0.0,12164.704594981245
2015-06-16 00:00:00+00:00,1.0,0.0034991543888605037,0.0034991543888605037,12199.696138869851
2015-06-17 00:00:00+00:00,1.0,0.006234747945273567,0.006234747945273567,12262.043618322587
2015-06-18 00:00:00+00:00,1.0,0.009977018818000394,0.009977018818000394,12361.81380650259
2015-06-19 00:00:00+00:00,0.0,-0.000935813189978596,-0.0,12361.81380650259
2015-06-22 00:00:00+00:00,1.0,0.00822212122464161,0.00822212122464161,12444.035018749008
2015-06-23 00:00:00+00:00,1.0,0.0032003291120701327,0.0032003291120701327,12476.038309869708
2015-06-24 00:00:00+00:00,0.0,-0.005556523217608578,-0.0,12476.038309869708
2015-06-25 00:00:00+00:00,1.0,-0.008795813767934146,-0.008795813767934146,12388.080172190366
2015-06-26 00:00:00+00:00,1.0,0.01565946363650328,0.01565946363650328,12544.674808555399
2015-06-29 00:00:00+00:00,0.0,-0.019015238905941367,-0.0,12544.674808555399
2015-06-30 00:00:00+00:00,0.0,-0.003876926541432013,-0.0,12544.674808555399
2015-07-01 00:00:00+00:00,1.0,0.007257782565185611,0.007257782565185611,12617.252634207254
2015-07-02 00:00:00+00:00,1.0,0.0042815356354153344,0.0042815356354153344,12660.067990561407
2015-07-06 00:00:00+00:00,1.0,-0.005406987285214271,-0.005406987285214271,12605.998117709265
2015-07-07 00:00:00+00:00,1.0,0.010768453429890856,0.010768453429890856,12713.682652008176
2015-07-08 00:00:00+00:00,0.0,-0.008688379761831566,-0.0,12713.682652008176
2015-07-09 00:00:00+00:00,1.0,0.006781753892738829,0.006781753892738829,12781.500190935561
2015-07-10 00:00:00+00:00,1.0,0.01202242328827885,0.01202242328827885,12901.724423818352
2015-07-13 00:00:00+00:00,0.0,0.00798775176616151,0.0,12901.724423818352
2015-07-14 00:00:00+00:00,1.0,0.003555452520661362,0.003555452520661362,12937.278949024967
2015-07-15 00:00:00+00:00,1.0,0.0029357567484697977,0.0029357567484697977,12966.636516509661
2015-07-16 00:00:00+00:00,0.0,-0.012213557374680883,-0.0,12966.636516509661
2015-07-17 00:00:00+00:00,0.0,-0.0036786087213436236,-0.0,12966.636516509661
2015-07-20 00:00:00+00:00,0.0,-0.00010262657992932134,-0.0,12966.636516509661
2015-07-21 00:00:00+00:00,0.0,-0.0017435491933471825,-0.0,12966.636516509661
2015-07-22 00:00:00+00:00,0.0,0.0026715468067366466,0.0,12966.636516509661
2015-07-23 00:00:00+00:00,0.0,-0.0050215255378429635,-0.0,12966.636516509661
2015-07-24 00:00:00+00:00,0.0,-0.010196697982965297,-0.0,12966.636516509661
2015-07-27 00:00:00+00:00,0.0,-0.000624229777370755,-0.0,12966.636516509661
2015-07-28 00:00:00+00:00,1.0,0.013431575070458557,0.013431575070458557,13100.952267214248
2015-07-29 00:00:00+00:00,1.0,0.009041580962215301,0.009041580962215301,13191.368076836403
2015-07-30 00:00:00+00:00,1.0,0.009774955326374402,0.009774955326374402,13289.117630100145
2015-07-31 00:00:00+00:00,1.0,0.006958013195877744,0.006958013195877744,13358.697762058922
2015-08-03 00:00:00+00:00,0.0,-0.0044062522830415896,-0.0,13358.697762058922
2015-08-04 00:00:00+00:00,0.0,-0.002816599383331675,-0.0,13358.697762058922
2015-08-05 00:00:00+00:00,1.0,0.006657429555066319,0.006657429555066319,13425.272057609585
2015-08-06 00:00:00+00:00,0.0,-0.00450897089307889,-0.0,13425.272057609585
2015-08-07 00:00:00+00:00,0.0,-0.004328156206036771,-0.0,13425.272057609585
2015-08-10 00:00:00+00:00,0.0,0.004751583982789409,0.0,13425.272057609585
2015-08-11 00:00:00+00:00,0.0,-0.005835764377978947,-0.0,13425.272057609585
2015-08-12 00:00:00+00:00,0.0,-0.005363982512605725,-0.0,13425.272057609585
2015-08-13 00:00:00+00:00,1.0,0.011090571566696017,0.011090571566696017,13536.177773276546
2015-08-14 00:00:00+00:00,0.0,-0.0010062758999002108,-0.0,13536.177773276546
2015-08-17 00:00:00+00:00,1.0,0.014002321520072858,0.014002321520072858,13676.200988477274
2015-08-18 00:00:00+00:00,0.0,0.000993666355751932,0.0,13676.200988477274
2015-08-19 00:00:00+00:00,1.0,0.003374501346690595,0.003374501346690595,13709.946001944181
2015-08-20 00:00:00+00:00,1.0,-0.01325447504437105,-0.01325447504437105,13577.401251500469
2015-08-21 00:00:00+00:00,0.0,-0.02636342754426957,-0.0,13577.401251500469
2015-08-24 00:00:00+00:00,0.0,-0.04385874112005861,-0.0,13577.401251500469
2015-08-25 00:00:00+00:00,0.0,-0.017874467934921978,-0.0,13577.401251500469
2015-08-26 00:00:00+00:00,1.0,0.04319687863473143,0.04319687863473143,14009.370037847786
2015-08-27 00:00:00+00:00,1.0,0.022911210774653412,0.022911210774653412,14238.48214559432
2015-08-28 00:00:00+00:00,0.0,-0.002383890631178498,-0.0,14238.48214559432
2015-08-31 00:00:00+00:00,0.0,-0.012779079258088633,-0.0,14238.48214559432
2015-09-01 00:00:00+00:00,0.0,-0.016312407910672566,-0.0,14238.48214559432
2015-09-02 00:00:00+00:00,1.0,0.027495480111266346,0.027495480111266346,14513.436946706983
2015-09-03 00:00:00+00:00,0.0,-0.00031240990560632564,-0.0,14513.436946706983
2015-09-04 00:00:00+00:00,0.0,-0.012082301524221073,-0.0,14513.436946706983
2015-09-08 00:00:00+00:00,1.0,0.02034825580279853,0.02034825580279853,14716.919504734966
2015-09-09 00:00:00+00:00,0.0,-0.013949080529885083,-0.0,14716.919504734966
2015-09-10 00:00:00+00:00,0.0,-0.0018861413986021036,-0.0,14716.919504734966
2015-09-11 00:00:00+00:00,1.0,0.02267706800029412,0.02267706800029412,14943.690184737909
2015-09-14 00:00:00+00:00,0.0,-0.0045172427858071185,-0.0,14943.690184737909
2015-09-15 00:00:00+00:00,1.0,0.012581319368151433,0.012581319368151433,15069.503378419422
2015-09-16 00:00:00+00:00,1.0,0.005092012841867222,0.005092012841867222,15120.423506838097
2015-09-17 00:00:00+00:00,1.0,-0.00861251825913345,-0.00861251825913345,15034.29832424676
2015-09-18 00:00:00+00:00,0.0,-0.008074597733308542,-0.0,15034.29832424676
2015-09-21 00:00:00+00:00,1.0,0.008758448602689262,0.008758448602689262,15121.882810273655
2015-09-22 00:00:00+00:00,0.0,-0.007150615980525021,-0.0,15121.882810273655
2015-09-23 00:00:00+00:00,1.0,0.001852286249195867,0.001852286249195867,15140.405672765613
2015-09-24 00:00:00+00:00,0.0,-0.0009241372818896698,-0.0,15140.405672765613
2015-09-25 00:00:00+00:00,1.0,0.0030835681641321333,0.0030835681641321333,15171.241354406933
2015-09-28 00:00:00+00:00,1.0,-0.01670226384794793,-0.01670226384794793,15004.218715927453
2015-09-29 00:00:00+00:00,1.0,0.015839543463697314,0.015839543463697314,15162.614150564426
2015-09-30 00:00:00+00:00,1.0,0.010771453912181927,0.010771453912181927,15270.328689686248
2015-10-01 00:00:00+00:00,1.0,0.0025370758199441124,0.0025370758199441124,15295.699447885687
2015-10-02 00:00:00+00:00,1.0,0.010224962683057948,0.010224962683057948,15397.949074716269
2015-10-05 00:00:00+00:00,1.0,0.013829192000977653,0.013829192000977653,15536.240994726046
2015-10-06 00:00:00+00:00,1.0,0.007215497813783722,0.007215497813783722,15608.39597286388
2015-10-07 00:00:00+00:00,0.0,-0.0012762358140437913,-0.0,15608.39597286388
2015-10-08 00:00:00+00:00,1.0,0.011595172512000929,0.011595172512000929,15724.347697983889
2015-10-09 00:00:00+00:00,0.0,-0.0018453609888521294,-0.0,15724.347697983889
2015-10-12 00:00:00+00:00,1.0,0.00467130576718966,0.00467130576718966,15771.060755655788
2015-10-13 00:00:00+00:00,1.0,0.001355652454234857,0.001355652454234857,15784.617280198137
2015-10-14 00:00:00+00:00,1.0,-0.005417111902217719,-0.005417111902217719,15730.44616117596
2015-10-15 00:00:00+00:00,1.0,0.008170017920014372,0.008170017920014372,15812.1463403761
2015-10-16 00:00:00+00:00,1.0,0.011190178622064728,0.011190178622064728,15924.048126596748
2015-10-19 00:00:00+00:00,0.0,-0.0031481128321162455,-0.0,15924.048126596748
2015-10-20 00:00:00+00:00,0.0,-0.0062204550724698215,-0.0,15924.048126596748
2015-10-21 00:00:00+00:00,0.0,-0.012519791997756768,-0.0,15924.048126596748
2015-10-22 00:00:00+00:00,1.0,0.08123659216649393,0.08123659216649393,16736.41404826169
2015-10-23 00:00:00+00:00,1.0,0.01551396814017414,0.01551396814017414,16891.553729663432
2015-10-26 00:00:00+00:00,1.0,-0.003641631381804178,-0.003641631381804178,16855.13741584539
2015-10-27 00:00:00+00:00,1.0,-0.00481363043745997,-0.00481363043745997,16807.00111147079
2015-10-28 00:00:00+00:00,1.0,0.011644472089044067,0.011644472089044067,16923.445832361227
2015-10-29 00:00:00+00:00,0.0,-0.0028331921925616177,-0.0,16923.445832361227
2015-10-30 00:00:00+00:00,0.0,-0.00328557997149026,-0.0,16923.445832361227
2015-11-02 00:00:00+00:00,0.0,-0.0012469234349965497,-0.0,16923.445832361227
2015-11-03 00:00:00+00:00,0.0,-0.00026779857671554996,-0.0,16923.445832361227
2015-11-04 00:00:00+00:00,1.0,0.002855356407358345,0.002855356407358345,16951.999396434814
2015-11-05 00:00:00+00:00,1.0,0.004003223601633188,0.004003223601633188,16992.031632451144
2015-11-06 00:00:00+00:00,1.0,0.004076505441419576,0.004076505441419576,17032.79668686534
2015-11-09 00:00:00+00:00,0.0,-0.003353696735268752,-0.0,17032.79668686534
2015-11-10 00:00:00+00:00,1.0,0.0025678415121637155,0.0025678415121637155,17058.47510198698
2015-11-11 00:00:00+00:00,1.0,0.005564260012074662,0.005564260012074662,17114.117702107724
2015-11-12 00:00:00+00:00,1.0,-0.015282969901633803,-0.015282969901633803,16961.288003091388
2015-11-13 00:00:00+00:00,0.0,-0.019088488774641754,-0.0,16961.288003091388
2015-11-16 00:00:00+00:00,1.0,0.009911620510141272,0.009911620510141272,17060.4042081928
2015-11-17 00:00:00+00:00,0.0,-0.00108046412085272,-0.0,17060.4042081928
2015-11-18 00:00:00+00:00,1.0,0.01433202089954344,0.01433202089954344,17203.724417188234
2015-11-19 00:00:00+00:00,1.0,0.006842792481835724,0.006842792481835724,17272.15234200659
2015-11-20 00:00:00+00:00,1.0,0.00538415007603521,0.00538415007603521,17325.993842766944
2015-11-23 00:00:00+00:00,1.0,0.004915926704169404,0.004915926704169404,17375.153109808638
